MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6772987274,44,42,54,43,48,46,40,54,53,47,55
KR_6755360314,34,34,31,37,29,35,38,52,28,55,26
KR_6755345618,47,47,35,39,46,34,25,49,52,23,28
KR_6789216615,34,36,43,36,38,41,36,36,41,61,35
KR_6787124899,54,32,43,49,27,33,56,47,49,31,45
KR_6785061972,46,39,38,28,50,39,56,45,37,34,43
KR_6769293439,33,39,22,26,45,26,39,35,48,37,29
KR_6786174587,38,42,49,21,49,33,36,31,45,53,50
KR_6786533957,33,39,28,25,36,29,33,46,37,25,41
KR_6789380187,32,30,60,32,20,51,30,39,44,47,21
KR_6786285514,41,39,46,58,42,36,36,29,67,49,58
KR_6782098751,50,39,40,47,35,34,52,15,33,46,48
KR_6773888394,42,30,45,29,30,35,43,28,63,36,37
KR_6777950798,37,32,33,58,29,38,46,19,67,41,40
KR_6786165606,60,45,54,47,41,36,37,50,49,51,65
KR_6787786710,33,38,37,49,30,34,43,48,23,41,46
KR_6768258198,52,31,32,31,31,38,38,32,34,39,34
KR_6789638944,29,33,26,46,43,29,44,39,56,26,50
KR_6789782110,36,26,22,25,33,37,35,40,42,38,31
KR_6753801201,42,32,52,39,43,34,46,23,53,41,41
KR_6763362420,42,32,52,39,43,34,46,23,53,41,41
KR_6782181007,42,32,52,39,43,34,46,23,53,41,41
KR_6761497856,30,44,50,43,55,26,42,61,38,30,58
KR_6788479842,32,29,45,27,49,36,53,46,18,44,54
KR_6778435260,49,49,39,28,43,53,37,49,36,48,37
KR_6789816930,44,34,25,36,32,29,34,42,33,45,28
KR_6758351910,39,38,33,37,34,39,39,49,33,28,38
KR_6778225448,60,36,42,37,39,35,68,37,41,39,35
KR_6789681094,38,40,41,31,32,37,44,57,40,48,35
KR_6779554769,45,34,32,29,54,37,38,22,41,47,41
KR_6782580131,46,47,43,43,39,46,38,36,61,49,52
KR_6789095615,35,42,41,43,29,42,45,42,39,49,40
KR_6770280498,34,47,34,26,39,39,38,23,52,35,48
KR_6756960525,45,46,34,47,39,37,52,38,54,54,48
KR_6779456422,57,35,51,49,31,51,50,45,43,50,62
KR_6775721184,29,43,43,21,46,32,47,34,38,46,47
KR_6779686738,39,39,27,37,37,21,60,27,29,66,28
KR_6787365063,76,60,48,73,37,59,78,47,43,54,60
KR_6789193788,26,38,35,37,33,43,43,37,39,56,37
KR_6784245714,44,35,28,33,36,30,39,32,48,53,39
KR_6787114601,45,23,41,55,42,49,47,51,49,52,24
KR_6774969251,28,29,31,53,18,45,42,39,34,22,45
KR_6766147103,39,42,44,32,34,37,39,53,36,60,38
KR_6787512438,78,34,56,66,38,61,54,105,51,46,51
KR_6755625660,60,25,38,28,32,34,45,42,37,36,37
